senderID,receiverID,amount,transactionType,transactionDate
Minting Level Income,MC8954564,0.0746,Minting Level Income,2025-05-02T00:36:00.867+00:00
Minting Level Income,MC9014956,0.0498,Minting Level Income,2025-05-02T00:36:00.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-02T00:48:49.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-02T02:36:27.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-02T07:07:08.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-02T07:24:28.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-02T08:36:40.867+00:00
Mint Income,MC4955784,0.499,Mint Income,2025-05-02T13:26:21.867+00:00
Mint Income,MC5501160,0.499,Mint Income,2025-05-02T13:34:13.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-02T14:57:39.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-02T15:03:43.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-02T15:04:13.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-02T15:04:26.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-02T15:05:01.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-02T19:33:56.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-03T00:33:25.867+00:00
Minting Level Income,MC1897522,4.023,Minting Level Income,2025-05-03T00:37:11.867+00:00
Minting Level Income,MC2951876,0.0296,Minting Level Income,2025-05-03T00:37:11.867+00:00
Minting Level Income,MC340443,7.0168,Minting Level Income,2025-05-03T00:37:11.867+00:00
Minting Level Income,MC6588012,0.0396,Minting Level Income,2025-05-03T00:37:11.867+00:00
Minting Level Income,MC8954564,0.0746,Minting Level Income,2025-05-03T00:37:11.867+00:00
Minting Level Income,MC9014956,0.0498,Minting Level Income,2025-05-03T00:37:11.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-03T02:50:57.867+00:00
Mint Income,MC4955784,0.499,Mint Income,2025-05-03T03:39:53.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-03T05:55:21.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-03T07:07:26.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-03T14:07:19.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-03T14:16:29.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-03T14:17:07.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-03T14:17:20.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-03T14:17:42.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-03T15:36:19.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-03T15:39:18.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-03T18:03:32.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-03T19:36:04.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-03T20:44:18.867+00:00
Mint Income,MC51640585,0.0417,Mint Income,2025-05-03T21:02:23.867+00:00
Mint Income,MC5501160,0.499,Mint Income,2025-05-03T21:53:42.867+00:00
Mint Income,MC4955784,0.499,Mint Income,2025-05-03T23:05:39.867+00:00
Minting Level Income,MC1897522,2.0115,Minting Level Income,2025-05-04T00:36:33.867+00:00
Minting Level Income,MC2951876,0.0148,Minting Level Income,2025-05-04T00:36:33.867+00:00
Minting Level Income,MC340443,3.5084,Minting Level Income,2025-05-04T00:36:33.867+00:00
Minting Level Income,MC6588012,0.0198,Minting Level Income,2025-05-04T00:36:33.867+00:00
Minting Level Income,MC8954564,0.0373,Minting Level Income,2025-05-04T00:36:33.867+00:00
Minting Level Income,MC9014956,0.0249,Minting Level Income,2025-05-04T00:36:33.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-04T02:10:15.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-04T06:08:05.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-04T07:36:41.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-04T09:13:08.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-04T10:38:31.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-04T11:08:35.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-04T11:09:00.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-04T11:09:27.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-04T11:09:49.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-04T14:28:52.867+00:00
Mint Income,MC1129217,0.0417,Mint Income,2025-05-04T17:17:36.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-04T19:19:01.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-04T19:37:12.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-04T23:01:41.867+00:00
Minting Level Income,MC1897522,2.0164,Minting Level Income,2025-05-05T00:42:45.867+00:00
Minting Level Income,MC2951876,0.0222,Minting Level Income,2025-05-05T00:42:45.867+00:00
Minting Level Income,MC340443,3.5133,Minting Level Income,2025-05-05T00:42:45.867+00:00
Minting Level Income,MC6588012,0.0272,Minting Level Income,2025-05-05T00:42:45.867+00:00
Minting Level Income,MC8954564,0.0497,Minting Level Income,2025-05-05T00:42:45.867+00:00
Minting Level Income,MC9014956,0.0498,Minting Level Income,2025-05-05T00:42:45.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-05T03:32:20.867+00:00
Mint Income,MC4955784,0.499,Mint Income,2025-05-05T04:14:23.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-05T06:00:31.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-05T06:00:50.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-05T06:01:04.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-05T06:01:17.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-05T07:25:45.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-05T08:32:29.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-05T10:06:28.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-05T11:11:42.867+00:00
Mint Income,MC8404455,41.65,Mint Income,2025-05-05T11:45:09.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-05T16:09:43.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-05T18:45:12.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-05T19:25:24.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-05T20:07:15.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-05T20:08:20.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-05T20:08:38.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-05T20:08:53.867+00:00
Minting Level Income,MC1897522,2.0238,Minting Level Income,2025-05-06T00:38:29.867+00:00
Minting Level Income,MC2951876,0.0296,Minting Level Income,2025-05-06T00:38:29.867+00:00
Minting Level Income,MC340443,3.5182,Minting Level Income,2025-05-06T00:38:29.867+00:00
Minting Level Income,MC6588012,0.0396,Minting Level Income,2025-05-06T00:38:29.867+00:00
Minting Level Income,MC8954564,0.0746,Minting Level Income,2025-05-06T00:38:29.867+00:00
Minting Level Income,MC9014956,0.0498,Minting Level Income,2025-05-06T00:38:29.867+00:00
Mint Income,MC4955784,0.499,Mint Income,2025-05-06T00:52:21.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-06T04:09:15.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-06T07:12:48.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-06T07:22:54.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-06T07:23:10.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-06T08:05:40.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-06T08:12:44.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-06T08:12:54.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-06T08:13:04.867+00:00
Convenience Fee,MC340443,0,Convenience Fee,2025-05-06T08:14:40.867+00:00
Fund Withdrawal,MC340443,0,Fund Withdrawal,2025-05-06T08:14:40.867+00:00
Convenience Fee,MC1897522,0,Convenience Fee,2025-05-06T08:15:16.867+00:00
Fund Withdrawal,MC1897522,0,Fund Withdrawal,2025-05-06T08:15:16.867+00:00
Convenience Fee,MC2951876,0,Convenience Fee,2025-05-06T08:15:53.867+00:00
Fund Withdrawal,MC2951876,0,Fund Withdrawal,2025-05-06T08:15:53.867+00:00
Convenience Fee,MC2862160,0,Convenience Fee,2025-05-06T08:16:31.867+00:00
Fund Withdrawal,MC2862160,0,Fund Withdrawal,2025-05-06T08:16:31.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-06T08:37:07.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-06T10:59:00.867+00:00
Mint Income,MC8404455,41.65,Mint Income,2025-05-06T12:48:17.867+00:00
Mint Income,MC4955784,0.499,Mint Income,2025-05-06T14:28:08.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-06T17:28:16.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-06T19:24:58.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-06T19:36:02.867+00:00
Mint Income,MC2609577,0.0417,Mint Income,2025-05-06T20:15:50.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-06T20:34:57.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-06T20:35:48.867+00:00
Minting Level Income,MC1897522,4.0156,Minting Level Income,2025-05-07T00:36:33.867+00:00
Minting Level Income,MC2951876,0.0222,Minting Level Income,2025-05-07T00:36:33.867+00:00
Minting Level Income,MC340443,7.0119,Minting Level Income,2025-05-07T00:36:33.867+00:00
Minting Level Income,MC6588012,0.0272,Minting Level Income,2025-05-07T00:36:33.867+00:00
Minting Level Income,MC8954564,0.0497,Minting Level Income,2025-05-07T00:36:33.867+00:00
Minting Level Income,MC9014956,0.0498,Minting Level Income,2025-05-07T00:36:33.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-07T01:23:56.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-07T01:24:41.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-07T01:24:52.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-07T01:25:01.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-07T05:02:53.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-07T07:25:31.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-07T08:32:46.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-07T09:13:38.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-07T09:24:02.867+00:00
Fund Transfer,MC6588012,0,Fund Transfer,2025-05-07T10:10:11.867+00:00
Fund Transfer,MC6588012,0,Fund Transfer,2025-05-07T10:14:33.867+00:00
Fund Transfer,MC8954564,0,Fund Transfer,2025-05-07T10:28:10.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-07T10:33:05.867+00:00
Mint Income,MC6359267,0.833,Mint Income,2025-05-07T14:14:42.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-07T17:28:45.867+00:00
Mint Income,MC5375376,0.833,Mint Income,2025-05-07T17:36:16.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-07T19:28:31.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-07T19:41:21.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-07T19:41:35.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-07T19:41:48.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-07T19:42:00.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-07T20:32:22.867+00:00
Minting Level Income,MC1897522,2.0238,Minting Level Income,2025-05-08T00:35:48.867+00:00
Minting Level Income,MC2951876,0.0296,Minting Level Income,2025-05-08T00:35:48.867+00:00
Minting Level Income,MC340443,3.5182,Minting Level Income,2025-05-08T00:35:48.867+00:00
Minting Level Income,MC6588012,0.0396,Minting Level Income,2025-05-08T00:35:48.867+00:00
Minting Level Income,MC8954564,0.0746,Minting Level Income,2025-05-08T00:35:48.867+00:00
Minting Level Income,MC9014956,0.0498,Minting Level Income,2025-05-08T00:35:48.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-08T03:04:55.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-08T04:35:36.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-08T05:51:47.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-08T06:35:50.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-08T07:31:29.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-08T08:26:20.867+00:00
Fund Transfer,MC6588012,0,Fund Transfer,2025-05-08T09:22:22.867+00:00
Mint Income,MC6359267,0.833,Mint Income,2025-05-08T11:08:58.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-08T16:39:29.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-08T17:53:11.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-08T19:14:57.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-08T19:32:10.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-08T20:30:26.867+00:00
Mint Income,MC5375376,0.833,Mint Income,2025-05-08T21:51:37.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-08T22:43:19.867+00:00
Hyper Binary Income,MC340443,3.75,Hyper Binary Income,2025-05-09T00:00:01.867+00:00
Hyper Binary Income,MC6588012,3.75,Hyper Binary Income,2025-05-09T00:00:01.867+00:00
Hyper Binary Income,MC8954564,5,Hyper Binary Income,2025-05-09T00:00:01.867+00:00
Minting Level Income,MC1897522,2.0238,Minting Level Income,2025-05-09T00:35:01.867+00:00
Minting Level Income,MC2951876,0.0296,Minting Level Income,2025-05-09T00:35:01.867+00:00
Minting Level Income,MC340443,3.5182,Minting Level Income,2025-05-09T00:35:01.867+00:00
Minting Level Income,MC6588012,0.0396,Minting Level Income,2025-05-09T00:35:01.867+00:00
Minting Level Income,MC8954564,0.0746,Minting Level Income,2025-05-09T00:35:01.867+00:00
Minting Level Income,MC9014956,0.0498,Minting Level Income,2025-05-09T00:35:01.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-09T06:17:47.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-09T06:54:52.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-09T06:55:04.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-09T06:55:19.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-09T06:55:30.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-09T07:16:22.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-09T07:31:31.867+00:00
Mint Income,MC2986509,0.0833,Mint Income,2025-05-09T07:51:11.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-09T08:28:04.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-09T10:54:08.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-09T11:48:20.867+00:00
Mint Income,MC6359267,0.833,Mint Income,2025-05-09T12:28:34.867+00:00
Mint Income,MC3618724,16.66,Mint Income,2025-05-09T13:07:53.867+00:00
Mint Income,MC2778449,0.833,Mint Income,2025-05-09T17:33:33.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-09T18:18:39.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-09T19:33:26.867+00:00
Mint Income,MC2986509,0.0833,Mint Income,2025-05-09T19:34:59.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-09T19:50:13.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-09T20:33:23.867+00:00
Minting Level Income,MC1897522,2.0188,Minting Level Income,2025-05-10T00:34:40.867+00:00
Minting Level Income,MC2951876,0.0246,Minting Level Income,2025-05-10T00:34:40.867+00:00
Minting Level Income,MC340443,3.5149,Minting Level Income,2025-05-10T00:34:40.867+00:00
Minting Level Income,MC6588012,0.0313,Minting Level Income,2025-05-10T00:34:40.867+00:00
Minting Level Income,MC8954564,0.058,Minting Level Income,2025-05-10T00:34:40.867+00:00
Minting Level Income,MC9014956,0.0498,Minting Level Income,2025-05-10T00:34:40.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-10T02:11:33.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-10T06:20:21.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-10T06:43:49.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-10T06:44:06.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-10T06:44:19.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-10T06:44:30.867+00:00
Mint Income,MC2986509,0.0833,Mint Income,2025-05-10T07:21:36.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-10T07:33:59.867+00:00
Mint Income,MC3618724,16.66,Mint Income,2025-05-10T08:17:11.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-10T08:25:11.867+00:00
Mint Income,MC6359267,0.833,Mint Income,2025-05-10T08:29:55.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-10T09:38:27.867+00:00
Mint Income,MC3565289,8.33,Mint Income,2025-05-10T11:05:00.867+00:00
Mint Income,MC4955784,0.499,Mint Income,2025-05-10T13:31:53.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-10T16:56:52.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-10T18:15:30.867+00:00
Mint Income,MC5375376,0.833,Mint Income,2025-05-10T19:12:09.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-10T19:34:19.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-10T20:30:19.867+00:00
Mint Income,MC3618724,16.66,Mint Income,2025-05-10T23:34:27.867+00:00
Mint Income,MC5501160,0.499,Mint Income,2025-05-11T00:22:02.867+00:00
Minting Level Income,MC1897522,2.0286,Minting Level Income,2025-05-11T00:35:17.867+00:00
Minting Level Income,MC2951876,0.0344,Minting Level Income,2025-05-11T00:35:17.867+00:00
Minting Level Income,MC340443,3.5214,Minting Level Income,2025-05-11T00:35:17.867+00:00
Minting Level Income,MC6588012,0.0478,Minting Level Income,2025-05-11T00:35:17.867+00:00
Minting Level Income,MC8954564,0.0912,Minting Level Income,2025-05-11T00:35:17.867+00:00
Minting Level Income,MC9014956,0.0498,Minting Level Income,2025-05-11T00:35:17.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-11T00:57:13.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-11T00:57:29.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-11T00:57:39.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-11T00:57:49.867+00:00
Fund Transfer,MC6588012,0,Fund Transfer,2025-05-11T04:21:10.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-11T04:48:53.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-11T05:07:00.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-11T07:34:49.867+00:00
Mint Income,MC5375376,0.833,Mint Income,2025-05-11T08:23:50.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-11T08:26:07.867+00:00
Mint Income,MC2986509,0.0833,Mint Income,2025-05-11T08:46:49.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-11T11:35:18.867+00:00
Mint Income,MC6359267,0.833,Mint Income,2025-05-11T12:53:10.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-11T16:25:49.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-11T17:28:49.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-11T19:35:27.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-11T20:22:12.867+00:00
Mint Income,MC4955784,0.499,Mint Income,2025-05-11T22:56:20.867+00:00
Minting Level Income,MC1897522,2.0262,Minting Level Income,2025-05-12T00:34:07.867+00:00
Minting Level Income,MC2951876,0.032,Minting Level Income,2025-05-12T00:34:07.867+00:00
Minting Level Income,MC340443,3.5198,Minting Level Income,2025-05-12T00:34:07.867+00:00
Minting Level Income,MC6588012,0.0437,Minting Level Income,2025-05-12T00:34:07.867+00:00
Minting Level Income,MC8954564,0.0829,Minting Level Income,2025-05-12T00:34:07.867+00:00
Minting Level Income,MC9014956,0.0498,Minting Level Income,2025-05-12T00:34:07.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-05-12T01:15:49.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-05-12T01:16:02.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-05-12T01:16:12.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-05-12T01:16:23.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-12T04:57:33.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-12T05:14:01.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-12T05:27:05.867+00:00
Mint Income,MC2986509,0.0833,Mint Income,2025-05-12T05:44:06.867+00:00
Mint Income,MC8404455,41.65,Mint Income,2025-05-12T07:27:00.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-12T08:27:22.867+00:00
Mint Income,MC5375376,0.833,Mint Income,2025-05-12T08:32:33.867+00:00
Mint Income,MC4955784,0.499,Mint Income,2025-05-12T15:38:44.867+00:00
Mint Income,MC6359267,0.833,Mint Income,2025-05-12T16:04:48.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-05-12T17:03:47.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-05-12T17:22:45.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-05-12T17:27:48.867+00:00
Mint Income,MC2778449,0.833,Mint Income,2025-05-12T17:50:17.867+00:00
Mint Income,MC5501160,0.499,Mint Income,2025-05-12T19:13:52.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-05-12T19:30:06.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-05-12T20:24:52.867+00:00
Mint Income,MC8404455,41.65,Mint Income,2025-05-12T20:50:45.867+00:00
Minting Level Income,MC1897522,2.0213,Minting Level Income,2025-05-13T00:36:56.867+00:00
Minting Level Income,MC2951876,0.0246,Minting Level Income,2025-05-13T00:36:56.867+00:00
Minting Level Income,MC340443,3.5149,Minting Level Income,2025-05-13T00:36:56.867+00:00
Minting Level Income,MC6588012,0.0363,Minting Level Income,2025-05-13T00:36:56.867+00:00
